list-none-none,1,10,1,30,15479851,515995
list-none-none,1,100,1,300,19477103,64923
list-none-none,1,1000,1,3000,20858320,6952
list-none-none,1,10000,1,30000,2279612729,75987
list-none-none,1,20000,1,60000,11224801738,187080
list-none-none,2,1,1,6,23347587,3891264
list-none-none,2,10,1,60,24318341,405305
list-none-none,2,100,1,600,28332407,47220
list-none-none,2,1000,1,6000,41926615,6987
list-none-none,4,10,1,120,23328512,194404
list-none-none,8,1000,1,24000,238532469,9938
list-none-none,12,1,1,36,26661119,740586
list-i-none,2,1,1,6,34346437,5724406
list-i-none,2,2,1,12,35366265,2947188
list-i-none,2,4,1,24,31364406,1306850
list-i-none,2,8,1,48,32542832,677975
list-i-none,2,16,1,96,34328822,357591
list-i-none,2,32,1,192,34300796,178649
list-i-none,4,1,1,12,35402016,2950168
list-i-none,4,2,1,24,49358320,2056596
list-i-none,4,4,1,48,36273113,755689
list-i-none,4,8,1,96,34360750,357924
list-i-none,4,16,1,192,44407601,231289
list-i-none,4,32,1,384,39296942,102335
list-i-none,8,1,1,24,45290781,1887115
list-i-none,8,2,1,48,31170725,649390
list-i-none,12,1,1,36,35373317,982592
list-i-none,12,16,1,576,45323202,78686
list-d-none,2,1,1,6,15165358,2527559
list-d-none,2,2,1,12,66283571,5523630
list-d-none,2,4,1,24,24387481,1016145
list-d-none,2,8,1,48,67323208,1402566
list-d-none,2,16,1,96,42352021,441166
list-d-none,2,32,1,192,59313271,308923
list-d-none,4,1,1,12,54392153,4532679
list-d-none,4,2,1,24,34377682,1432403
list-d-none,4,16,1,192,71308373,371397
list-d-none,4,32,1,384,73304727,190897
list-d-none,8,1,1,24,54398091,2266587
list-d-none,8,2,1,48,48359751,1007494
list-d-none,8,4,1,96,50849298,529680
list-d-none,8,8,1,192,55338359,288220
list-d-none,8,32,1,768,54313025,70720
list-d-none,12,1,1,36,57355218,1593200
list-d-none,12,2,1,72,33417735,464135
list-d-none,12,4,1,144,68989122,479091
list-d-none,12,8,1,288,146305529,508005
list-d-none,12,16,1,576,99540765,172813
list-d-none,12,32,1,1152,92413955,80220
list-il-none,2,1,1,6,64008745,10668124
list-il-none,2,2,1,12,64175513,5347959
list-il-none,2,4,1,24,60277166,2511548
list-il-none,2,8,1,48,62133638,1294450
list-il-none,2,16,1,96,49353222,514096
list-il-none,2,32,1,192,25432438,132460
list-il-none,4,1,1,12,60347854,5028987
list-il-none,4,2,1,24,59924849,2496868
list-il-none,4,4,1,48,54420193,1133754
list-il-none,4,16,1,192,62281125,324380
list-il-none,4,32,1,384,74361460,193649
list-il-none,8,1,1,24,69880138,2911672
list-il-none,8,2,1,48,76362312,1590881
list-il-none,8,4,1,96,62370763,649695
list-il-none,8,8,1,192,59553386,310173
list-il-none,8,16,1,384,68166450,177516
list-il-none,12,1,1,36,62964695,1749019
list-il-none,12,2,1,72,72892190,1012391
list-dl-none,2,1,1,6,99382467,16563744
list-dl-none,2,2,1,12,49370024,4114168
list-dl-none,2,4,1,24,65645891,2735245
list-dl-none,2,8,1,48,67474798,1405724
list-dl-none,2,16,1,96,56433372,587847
list-dl-none,2,32,1,192,57784307,300959
list-dl-none,4,1,1,12,101335667,8444638
list-dl-none,4,2,1,24,71239130,2968297
list-dl-none,4,4,1,48,67334454,1402801
list-dl-none,4,8,1,96,58407191,608408
list-dl-none,8,1,1,24,75397824,3141576
list-dl-none,8,8,1,192,60169226,313381
list-dl-none,8,16,1,384,98343455,256102
list-dl-none,12,2,1,72,65402715,908371
list-i-m,12,32,1,1152,191530537,166259
list-d-m,12,32,1,1152,180348199,156552
list-il-m,12,32,1,1152,221285856,192088
list-dl-m,12,32,1,1152,224430763,194818
list-i-s,12,32,1,1152,1425150220,1237109
list-d-s,12,32,1,1152,836249936,725911
list-il-s,12,32,1,1152,2499842295,2170001
list-dl-s,12,32,1,1152,781057589,678001
list-none-m,1,1000,1,3000,18096780,6032
list-none-m,2,1000,1,6000,30893502,5148
list-none-m,4,1000,1,12000,73418838,6118
list-none-m,8,1000,1,24000,251586022,10482
list-none-m,12,1000,1,36000,530617953,14739
list-none-m,16,1000,1,48000,1180407719,24591
list-none-m,24,1000,1,72000,2941477038,40853
list-none-s,1,1000,1,3000,17686190,5895
list-none-s,2,1000,1,6000,71895609,11982
list-none-s,4,1000,1,12000,189539617,15794
list-none-s,8,1000,1,24000,1754480998,73103
list-none-s,12,1000,1,36000,13308629624,369684
list-none-s,16,1000,1,48000,28707803068,598079
list-none-s,24,1000,1,72000,81315834198,1129386
